# ACTS Test Suite Generation: Thu Nov 04 11:35:24 EET 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 6
# Maximum number of values per parameter: 183
# Number of configurations: 7267
Data_length,Reference_Type,File_number,Record_number,Record_length,Record_data
15,133,8192,256,8193,129
16,253,8193,257,16383,129
17,254,10000,511,16384,129
10,61,16383,512,16385,129
11,68,16384,513,32767,129
12,124,16385,1023,32768,129
13,7,32767,1024,32769,129
66,8,32768,1025,65471,129
6,59,32769,2047,65472,129
7,62,65471,2048,65473,129
8,251,65472,2049,65503,129
9,2,65473,4095,65504,129
33,67,65503,4096,65505,129
34,1,65504,4097,65519,129
35,130,65505,8191,65520,129
36,35,65519,8192,65521,129
37,36,65520,8193,65527,129
59,28,65521,9993,65528,129
60,123,65527,9994,65529,129
61,124,65528,9995,65530,129
19,125,65529,9996,65531,129
20,129,65530,9997,65532,129
29,255,65531,9998,65533,129
27,0,65532,9999,65534,129
31,131,65533,10000,65535,129
32,65,65534,10001,0,129
255,31,65535,10002,1,129
0,33,0,10003,2,129
18,132,1,10004,3,129
254,34,2,16383,4,129
1,17,3,16384,5,129
3,69,4,16385,7,129
5,127,5,32767,8,129
21,128,7,32768,9,129
30,254,8,32769,15,129
28,133,9,65471,16,129
2,13,10,65472,17,129
62,21,11,65473,31,129
4,62,12,65503,32,129
63,63,13,65504,33,129
64,251,14,65505,63,129
66,6,15,65519,64,129
67,7,16,65520,65,129
68,4,17,65521,116,129
69,5,31,65527,117,129
123,66,32,65528,118,129
124,18,33,65529,119,129
125,37,63,65530,120,129
126,3,64,65531,121,129
127,20,65,65532,122,129
131,29,127,65533,123,129
132,30,128,65534,124,129
133,15,129,65535,125,129
251,64,255,0,126,131
252,67,256,1,127,131
253,68,257,2,128,131
11,6,511,3,129,131
12,28,512,4,255,131
13,19,513,5,256,131
14,252,1023,7,257,131
15,253,1024,8,511,131
16,255,1025,9,512,131
17,1,2047,15,513,131
130,65,2048,16,1023,131
131,130,2049,17,1024,131
132,2,4095,31,1025,131
10,31,4096,32,2047,131
20,59,4097,33,2048,131
21,126,8191,63,2049,131
27,10,8192,64,4095,131
28,5,8193,65,4096,131
29,16,10000,127,4097,131
30,29,16383,128,8191,131
31,62,16384,129,8192,131
32,63,16385,255,8193,131
33,21,32767,256,16383,131
34,27,32768,257,16384,131
35,133,32769,511,16385,131
36,60,65471,512,32767,131
65,61,65472,513,32768,131
129,66,65473,1023,32769,131
5,128,65503,1024,65471,131
61,131,65504,1025,65472,131
62,17,65505,2047,65473,131
63,123,65519,2048,65503,131
64,124,65520,2049,65504,131
67,251,65521,4095,65505,131
68,15,65527,4096,65519,131
128,20,65528,4097,65520,131
255,69,65529,8191,65521,131
0,7,65530,8192,65527,131
1,132,65531,8193,65528,131
2,4,65532,9993,65529,131
3,11,65533,9994,65530,131
4,34,65534,9995,65531,131
6,14,65535,9996,65532,131
7,125,0,9997,65533,131
8,126,1,9998,65534,131
9,127,2,9999,65535,131
69,8,3,10000,0,131
123,12,4,10001,1,131
124,254,5,10002,2,131
125,30,7,10003,3,131
126,37,8,10004,4,131
127,65,9,16383,5,131
59,3,10,16384,7,131
60,9,11,16385,8,131
37,18,12,32767,9,131
133,32,13,32768,15,131
19,33,14,32769,16,131
252,35,15,65471,17,131
253,129,16,65472,31,131
254,12,17,65473,32,131
13,13,31,65503,33,131
14,30,32,65504,63,131
15,0,33,65505,64,131
16,61,63,65519,65,131
17,31,64,65520,116,131
18,2,65,65521,117,131
19,3,127,65527,118,131
66,35,128,65528,119,131
128,36,129,65529,120,131
129,19,255,65530,121,131
130,62,256,65531,122,131
11,253,257,65532,123,131
12,1,511,65533,124,131
10,63,512,65534,125,131
11,125,513,65535,126,131
15,126,1023,0,127,133
16,251,1024,1,128,133
17,8,1025,2,129,133
251,13,2047,3,255,133
252,14,2048,4,256,133
253,17,2049,5,257,133
254,16,4095,7,511,133
255,123,4096,8,512,133
0,11,4097,9,513,133
1,15,8191,15,1023,133
2,127,8192,16,1024,133
3,128,8193,17,1025,133
4,68,10000,31,2047,133
5,64,16383,32,2048,133
6,132,16384,33,2049,133
7,129,16385,63,4095,133
8,131,32767,64,4096,133
9,252,32768,65,4097,133
10,254,32769,127,8191,133
12,255,65471,128,8192,133
13,9,65472,129,8193,133
59,10,65473,255,16383,133
60,33,65503,256,16384,133
19,67,65504,257,16385,133
20,34,65505,511,32767,133
21,130,65519,512,32768,133
27,253,65520,513,32769,133
65,4,65521,1023,65471,133
66,21,65527,1024,65472,133
67,60,65528,1025,65473,133
68,61,65529,2047,65503,133
69,27,65530,2048,65504,133
123,62,65531,2049,65505,133
124,5,65532,4095,65519,133
125,12,65533,4096,65520,133
126,6,65534,4097,65521,133
127,35,65535,8191,65527,133
128,69,0,8192,65528,133
129,59,1,8193,65529,133
130,0,2,9993,65530,133
133,36,3,9994,65531,133
30,2,4,9995,65532,133
31,65,5,9996,65533,133
32,19,7,9997,65534,133
33,20,8,9998,65535,133
34,133,9,9999,0,133
35,28,10,10000,1,133
36,32,11,10001,2,133
37,124,12,10002,3,133
14,31,13,10003,4,133
29,66,14,10004,5,133
61,7,15,16383,7,133
62,125,16,16384,8,133
64,37,17,16385,9,133
65,1,31,32767,15,133
131,6,32,32768,16,133
132,3,33,32769,17,133
63,18,63,65471,31,133
18,252,64,65472,32,133
251,29,65,65473,33,133
11,63,127,65503,63,133
28,127,128,65504,64,133
32,60,129,65505,65,133
33,130,255,65519,116,133
34,254,256,65520,117,133
35,255,257,65521,118,133
36,12,511,65527,119,133
37,14,512,65528,120,133
59,37,513,65529,121,133
60,1,1023,65530,122,133
61,17,1024,65531,123,133
62,18,1025,65532,124,133
63,20,2047,65533,125,133
64,10,2048,65534,126,133
65,11,2049,65535,127,133
66,31,4095,0,128,243
123,32,4096,1,129,243
124,36,4097,2,255,243
125,27,8191,3,256,243
126,253,8192,4,257,243
127,59,8193,5,511,243
128,33,10000,7,512,243
129,65,16383,8,513,243
19,68,16384,9,1023,243
20,69,16385,15,1024,243
21,129,32767,16,1025,243
27,132,32768,17,2047,243
28,14,32769,31,2048,243
29,28,65471,32,2049,243
253,125,65472,33,4095,243
254,128,65473,63,4096,243
255,9,65503,64,4097,243
0,30,65504,65,8191,243
1,123,65505,127,8192,243
2,124,65519,128,8193,243
3,252,65520,129,16383,243
4,37,65521,255,16384,243
5,60,65527,256,16385,243
12,126,65528,257,32767,243
13,255,65529,511,32768,243
14,0,65530,512,32769,243
15,254,65531,513,65471,243
16,8,65532,1023,65472,243
17,64,65533,1024,65473,243
251,5,65534,1025,65503,243
252,6,65535,2047,65504,243
8,29,0,2048,65505,243
30,66,1,2049,65519,243
31,133,2,4095,65520,243
67,4,3,4096,65521,243
69,15,4,4097,65527,243
34,3,5,8191,65528,243
35,67,7,8192,65529,243
18,1,8,8193,65530,243
131,17,9,9993,65531,243
132,63,10,9994,65532,243
133,7,11,9995,65533,243
36,131,12,9996,65534,243
68,10,13,9997,65535,243
130,13,14,9998,0,243
11,251,15,9999,1,243
61,12,16,10000,2,243
62,19,17,10001,3,243
63,35,31,10002,4,243
64,21,32,10003,5,243
65,27,33,10004,7,243
10,69,63,16383,8,243
6,2,64,16384,9,243
32,61,65,16385,15,243
33,34,127,32767,16,243
9,62,128,32768,17,243
7,65,129,32769,31,243
8,130,255,65471,32,243
9,68,256,65472,33,243
10,127,257,65473,63,243
31,252,511,65503,64,243
123,16,512,65504,65,243
124,30,513,65505,116,243
125,11,1023,65519,117,243
126,19,1024,65520,118,243
127,15,1025,65521,119,243
253,34,2047,65527,120,243
0,16,2048,65528,121,243
1,35,2049,65529,122,243
2,18,4095,65530,123,243
3,20,4096,65531,124,243
4,9,4097,65532,125,243
5,21,8191,65533,126,243
6,31,8192,65534,127,243
7,27,8193,65535,128,243
27,28,10000,0,129,245
28,62,16383,1,255,245
29,123,16384,2,256,245
69,64,16385,3,257,245
123,67,32767,4,511,245
14,4,32768,5,512,245
15,29,32769,7,513,245
16,127,65471,8,1023,245
17,7,65472,9,1024,245
18,12,65473,15,1025,245
30,13,65503,16,2047,245
59,5,65504,17,2048,245
60,6,65505,31,2049,245
132,66,65519,32,4095,245
133,17,65520,33,4096,245
251,59,65521,63,4097,245
252,60,65527,64,8191,245
37,68,65528,65,8192,245
66,129,65529,127,8193,245
255,30,65530,128,16383,245
20,36,65531,129,16384,245
21,253,65532,255,16385,245
128,16,65533,256,32767,245
129,35,65534,257,32768,245
130,18,65535,511,32769,245
131,3,0,512,65471,245
7,37,1,513,65472,245
8,31,2,1023,65473,245
9,32,3,1024,65503,245
34,128,4,1025,65504,245
35,11,5,2047,65505,245
12,252,7,2048,65519,245
13,0,8,2049,65520,245
33,1,9,4095,65521,245
31,2,10,4096,65527,245
67,251,11,4097,65528,245
68,254,12,8191,65529,245
124,33,13,8192,65530,245
125,8,14,8193,65531,245
126,21,15,9993,65532,245
127,14,16,9994,65533,245
3,133,17,9995,65534,245
4,124,31,9996,65535,245
254,130,32,9997,0,245
62,131,33,9998,1,245
63,255,63,9999,2,245
0,34,64,10000,3,245
1,64,65,10001,4,245
253,9,127,10002,5,245
254,65,128,10003,7,245
19,133,129,10004,8,245
36,0,255,16383,9,245
2,15,256,16384,15,245
5,63,257,16385,16,245
6,126,511,32767,17,245
10,125,512,32768,31,245
15,61,513,32769,32,245
16,10,1023,65471,33,245
17,28,1024,65472,63,245
65,132,1025,65473,64,245
66,19,2047,65503,65,245
11,20,2048,65504,116,245
17,33,2049,65505,117,245
32,253,4095,65519,118,245
64,60,4096,65520,119,245
13,61,4097,65521,120,245
61,251,8191,65527,121,245
20,13,8192,65528,122,245
21,14,8193,65529,123,245
131,27,10000,65530,124,245
132,128,16383,65531,125,245
133,129,16384,65532,126,245
251,32,16385,65533,127,245
252,33,32767,65534,128,245
253,59,32768,65535,129,245
67,66,32769,0,255,247
68,7,65471,1,256,247
12,129,65472,2,257,247
29,252,65473,3,511,247
37,126,65503,4,512,247
125,36,65504,5,513,247
126,123,65505,7,1023,247
27,59,65519,8,1024,247
28,131,65520,9,1025,247
129,21,65521,15,2047,247
6,130,65527,16,2048,247
18,255,65528,17,2049,247
59,8,65529,31,4095,247
60,16,65530,32,4096,247
63,19,65531,33,4097,247
64,69,65532,63,8191,247
65,132,65533,64,8192,247
124,1,65534,65,8193,247
14,5,65535,127,16383,247
15,14,0,128,16384,247
69,30,1,129,16385,247
123,254,2,255,32767,247
4,15,3,256,32768,247
61,64,4,257,32769,247
62,68,5,511,65471,247
127,2,7,512,65472,247
128,4,8,513,65473,247
20,127,9,1023,65503,247
130,4,10,1024,65504,247
30,0,11,1025,65505,247
31,37,12,2047,65519,247
32,61,13,2048,65520,247
132,9,14,2049,65521,247
133,10,15,4095,65527,247
255,32,16,4096,65528,247
0,34,17,4097,65529,247
1,251,31,8191,65530,247
2,29,32,8192,65531,247
8,124,33,8193,65532,247
9,60,63,9993,65533,247
131,125,64,9994,65534,247
252,28,65,9995,65535,247
66,31,127,9996,0,247
251,17,128,9997,1,247
254,67,129,9998,2,247
13,2,255,9999,3,247
16,13,256,10000,4,247
21,62,257,10001,5,247
34,67,511,10002,7,247
33,3,512,10003,8,247
253,6,513,10004,9,247
5,20,1023,16383,15,247
11,128,1024,16384,16,247
7,68,1025,16385,17,247
19,63,2047,32767,31,247
28,27,2048,32768,32,247
35,4,2049,32769,33,247
36,7,4095,65471,63,247
12,133,4096,65472,64,247
27,35,4097,65473,65,247
30,65,8191,65503,116,247
255,66,8192,65504,117,247
10,130,8193,65505,118,247
59,13,10000,65519,119,247
60,12,16383,65520,120,247
3,33,16384,65521,121,247
13,123,16385,65527,122,247
14,62,32767,65528,123,247
15,64,32768,65529,124,247
37,11,32769,65530,125,247
17,131,65471,65531,126,247
27,18,65472,65532,127,247
128,253,65473,65533,128,247
29,61,65503,65534,129,247
30,17,65504,65535,255,247
31,18,65505,0,256,249
67,133,65519,1,257,249
68,251,65520,2,511,249
127,69,65521,3,512,249
254,124,65527,4,513,249
69,28,65528,5,1023,249
123,11,65529,7,1024,249
124,68,65530,8,1025,249
125,127,65531,9,2047,249
126,132,65532,15,2048,249
129,9,65533,16,2049,249
130,27,65534,17,4095,249
11,126,65535,31,4096,249
12,131,0,32,4097,249
32,255,1,33,8191,249
33,29,2,63,8192,249
34,252,3,64,8193,249
35,8,4,65,16383,249
36,19,5,127,16384,249
18,32,7,128,16385,249
252,37,8,129,32767,249
1,125,9,255,32768,249
16,6,10,256,32769,249
128,63,11,257,65471,249
132,17,12,511,65472,249
3,129,13,512,65473,249
4,130,14,513,65503,249
5,59,15,1023,65504,249
6,65,16,1024,65505,249
7,33,17,1025,65519,249
8,34,31,2047,65520,249
65,14,32,2048,65521,249
66,16,33,2049,65527,249
251,36,63,4095,65528,249
14,253,64,4096,65529,249
60,5,65,4097,65530,249
61,21,127,8191,65531,249
62,36,128,8192,65532,249
63,254,129,8193,65533,249
64,20,255,9993,65534,249
28,60,256,9994,65535,249
29,12,257,9995,0,249
20,8,511,9996,1,249
21,128,512,9997,2,249
27,7,513,9998,3,249
131,15,1023,9999,4,249
255,3,1024,10000,5,249
0,13,1025,10001,7,249
2,30,2047,10002,8,249
10,66,2048,10003,9,249
59,2,2049,10004,15,249
69,132,4095,16383,16,249
37,0,4096,16384,17,249
59,4,4097,16385,31,249
133,31,8191,32767,32,249
4,126,8192,32768,33,249
67,29,8193,32769,63,249
68,64,10000,65471,64,249
19,1,16383,65472,65,249
130,10,16384,65473,116,249
9,67,16385,65503,117,249
15,123,32767,65504,118,249
30,11,32768,65505,119,249
34,124,32769,65519,120,249
13,253,65471,65520,121,249
14,21,65472,65521,122,249
17,27,65473,65527,123,249
19,62,65503,65528,124,249
20,125,65504,65529,125,249
21,60,65505,65530,126,249
18,61,65519,65531,127,249
63,132,65520,65532,128,249
64,254,65521,65533,129,249
65,35,65527,65534,255,249
129,63,65528,65535,256,249
130,123,65529,0,257,251
131,8,65530,1,511,251
132,32,65531,2,512,251
133,59,65532,3,513,251
251,61,65533,4,1023,251
252,15,65534,5,1024,251
33,64,65535,7,1025,251
35,5,0,8,2047,251
36,69,1,9,2048,251
37,128,2,15,2049,251
29,0,3,16,4095,251
31,7,4,17,4096,251
32,20,5,31,4097,251
61,18,7,32,8191,251
62,2,8,33,8192,251
255,28,9,63,8193,251
0,29,10,64,16383,251
1,31,11,65,16384,251
2,68,12,127,16385,251
60,4,13,128,32767,251
68,14,14,129,32768,251
69,19,15,255,32769,251
123,34,16,256,65471,251
124,65,17,257,65472,251
125,66,31,511,65473,251
126,67,32,512,65503,251
127,1,33,513,65504,251
128,125,63,1023,65505,251
129,13,64,1024,65519,251
10,30,65,1025,65520,251
30,129,127,2047,65521,251
34,255,128,2048,65527,251
65,17,129,2049,65528,251
66,12,255,4095,65529,251
253,10,256,4096,65530,251
254,37,257,4097,65531,251
3,126,511,8191,65532,251
5,62,512,8192,65533,251
7,131,513,8193,65534,251
63,5,1023,9993,65535,251
4,16,1024,9994,0,251
67,9,1025,9995,1,251
6,127,2047,9996,2,251
9,253,2048,9997,3,251
11,3,2049,9998,4,251
12,6,4095,9999,5,251
13,251,4096,10000,7,251
16,133,4097,10001,8,251
15,36,8191,10002,9,251
18,125,8192,10003,15,251
14,60,8193,10004,16,251
28,132,10000,16383,17,251
64,33,16383,16384,31,251
17,35,16384,16385,32,251
21,252,16385,32767,33,251
27,124,32767,32768,63,251
59,12,32768,32769,64,251
20,21,32769,65471,65,251
61,11,65471,65472,116,251
66,59,65472,65473,117,251
8,254,65473,65503,118,251
16,32,65503,65504,119,251
31,63,65504,65505,120,251
123,27,65505,65519,121,251
124,28,65519,65520,122,251
252,13,65520,65521,123,251
35,16,65521,65527,124,251
36,127,65527,65528,125,251
255,29,65528,65529,126,251
0,65,65529,65530,127,251
1,69,65530,65531,128,251
19,130,65531,65532,129,251
32,133,65532,65533,255,251
33,251,65533,65534,256,251
6,20,65534,65535,257,251
7,34,65535,0,511,253
11,19,0,1,512,253
37,9,1,2,513,253
67,255,2,3,1023,253
68,0,3,4,1024,253
126,11,4,5,1025,253
127,18,5,7,2047,253
128,123,7,8,2048,253
255,13,8,9,2049,253
0,20,9,15,4095,253
1,30,10,16,4096,253
2,64,11,17,4097,253
3,28,12,31,8191,253
130,8,13,32,8192,253
131,31,14,33,8193,253
132,33,15,63,16383,253
133,5,16,64,16384,253
251,14,17,65,16385,253
253,36,31,127,32767,253
66,251,32,128,32768,253
12,2,33,129,32769,253
60,132,63,255,65471,253
69,1,64,256,65472,253
123,6,65,257,65473,253
124,7,127,511,65503,253
125,10,128,512,65504,253
129,66,129,513,65505,253
6,29,255,1023,65519,253
29,69,256,1024,65520,253
8,126,257,1025,65521,253
9,124,511,2047,65527,253
13,15,512,2048,65528,253
252,127,513,2049,65529,253
254,31,1023,4095,65530,253
35,63,1024,4096,65531,253
36,67,1025,4097,65532,253
10,133,2047,8191,65533,253
16,129,2048,8192,65534,253
20,68,2049,8193,65535,253
18,131,4095,9993,0,253
19,252,4096,9994,1,253
28,19,4097,9995,2,253
5,32,8191,9996,3,253
17,62,8192,9997,4,253
62,37,8193,9998,5,253
15,128,10000,9999,7,253
29,60,16383,10000,8,253
30,61,16384,10001,9,253
27,130,16385,10002,15,253
31,253,32767,10003,16,253
33,5,32768,10004,17,253
34,35,32769,16383,31,253
60,19,65471,16384,32,253
61,36,65472,16385,33,253
62,129,65473,32767,63,253
63,254,65503,32768,64,253
64,255,65504,32769,65,253
65,12,65505,65471,116,253
4,65,65519,65472,117,253
14,27,65520,65473,118,253
68,30,65521,65503,119,253
69,59,65527,65504,120,253
132,10,65528,65505,121,253
133,14,65529,65519,122,253
251,16,65530,65520,123,253
59,125,65531,65521,124,253
127,4,65532,65527,125,253
254,17,65533,65528,126,253
125,28,65534,65529,127,253
126,21,65535,65530,128,253
21,3,0,65531,129,253
128,7,1,65532,255,253
28,15,2,65533,256,253
32,66,3,65534,257,253
130,126,4,65535,511,253
131,9,5,0,512,255
8,125,7,1,513,255
9,18,8,2,1023,255
10,124,9,3,1024,255
11,131,10,4,1025,255
12,69,11,5,2047,255
13,8,12,7,2048,255
59,16,13,8,2049,255
60,128,14,9,4095,255
2,2,15,15,4096,255
3,31,16,16,4097,255
5,61,17,17,8191,255
67,15,31,31,8192,255
7,68,32,32,8193,255
27,251,33,33,16383,255
28,252,63,63,16384,255
64,6,64,64,16385,255
65,7,65,65,32767,255
123,0,127,127,32768,255
124,3,128,128,32769,255
126,28,129,129,65471,255
18,34,255,255,65472,255
19,59,256,256,65473,255
1,60,257,257,65503,255
129,62,511,511,65504,255
133,12,512,512,65505,255
251,123,513,513,65519,255
252,64,1023,1023,65520,255
253,30,1024,1024,65521,255
254,11,1025,1025,65527,255
15,14,2047,2047,65528,255
20,33,2048,2048,65529,255
21,67,2049,2049,65530,255
255,127,4095,4095,65531,255
0,37,4096,4096,65532,255
37,130,4097,4097,65533,255
69,17,8191,8191,65534,255
127,27,8192,8192,65535,255
128,21,8193,8193,0,255
33,63,10000,9993,1,255
34,65,16383,9994,2,255
35,66,16384,9995,3,255
62,133,16385,9996,4,255
63,1,32767,9997,5,255
67,35,32768,9998,7,255
68,36,32769,9999,8,255
132,20,65471,10000,9,255
14,67,65472,10001,15,255
66,37,65473,10002,16,255
32,10,65503,10003,17,255
17,123,65504,10004,31,255
30,126,65505,16383,32,255
125,254,65519,16384,33,255
129,32,65520,16385,63,255
130,129,65521,32767,64,255
29,253,65527,32768,65,255
36,132,65528,32769,116,255
31,252,65529,65471,117,255
37,4,65530,65472,118,255
6,68,65531,65473,119,255
7,255,65532,65503,120,255
12,29,65533,65504,121,255
33,59,65534,65505,122,255
10,131,65535,65519,123,255
16,13,0,65520,124,255
61,129,1,65521,125,255
4,19,2,65527,126,255
17,68,3,65528,127,255
18,133,4,65529,128,255
8,66,5,65530,129,255
9,130,7,65531,255,255
3,8,8,65532,256,255
11,5,9,65533,257,255
5,14,10,65534,511,255
8,128,11,65535,512,255
14,10,12,0,513,257
15,3,13,1,1023,257
16,29,14,2,1024,257
30,1,15,3,1025,257
31,128,16,4,2047,257
32,2,17,5,2048,257
0,129,31,7,2049,257
1,34,32,8,4095,257
131,20,33,9,4096,257
132,6,63,15,4097,257
133,63,64,16,8191,257
4,65,65,17,8192,257
5,67,127,31,8193,257
253,69,128,32,16383,257
67,21,129,33,16384,257
68,27,255,63,16385,257
69,18,256,64,32767,257
17,34,257,65,32768,257
18,35,511,127,32769,257
19,36,512,128,65471,257
34,4,513,129,65472,257
35,7,1023,255,65473,257
2,9,1024,256,65503,257
3,19,1025,257,65504,257
27,33,2047,511,65505,257
59,132,2048,512,65519,257
60,0,2049,513,65520,257
61,68,4095,1023,65521,257
62,61,4096,1024,65527,257
63,127,4097,1025,65528,257
64,131,8191,2047,65529,257
66,254,8192,2048,65530,257
37,12,8193,2049,65531,257
65,37,10000,4095,65532,257
123,8,16383,4096,65533,257
124,31,16384,4097,65534,257
125,60,16385,8191,65535,257
126,59,32767,8192,0,257
127,62,32768,8193,1,257
128,64,32769,9993,2,257
129,17,65471,9994,3,257
21,16,65472,9995,4,257
28,64,65473,9996,5,257
29,126,65503,9997,7,257
6,253,65504,9998,8,257
7,124,65505,9999,9,257
251,255,65519,10000,15,257
9,15,65520,10001,16,257
10,65,65521,10002,17,257
255,251,65527,10003,31,257
11,32,65528,10004,32,257
12,30,65529,16383,33,257
13,5,65530,16384,63,257
20,123,65531,16385,64,257
60,130,65532,32767,65,257
8,252,65533,32768,116,257
130,11,65534,32769,117,257
4,69,65535,65471,118,257
252,17,0,65472,119,257
131,13,1,65473,120,257
133,124,2,65503,121,257
36,125,3,65504,122,257
254,21,4,65505,123,257
253,14,5,65519,124,257
11,65,7,65520,125,257
12,66,8,65521,126,257
14,131,9,65527,127,257
15,5,10,65528,128,257
16,67,11,65529,129,257
27,2,12,65530,255,257
62,6,13,65531,256,257
65,0,14,65532,257,257
6,28,15,65533,511,257
9,29,16,65534,512,257
33,69,17,65535,513,257
34,9,31,0,1023,259
35,10,32,1,1024,259
36,14,33,2,1025,259
37,32,63,3,2047,259
124,12,64,4,2048,259
20,15,65,5,2049,259
2,37,127,7,4095,259
3,61,128,8,4096,259
5,16,129,9,4097,259
19,251,255,15,8191,259
59,21,256,16,8192,259
60,27,257,17,8193,259
30,36,511,31,16383,259
31,1,512,32,16384,259
29,3,513,33,16385,259
10,0,1023,63,32767,259
7,4,1024,64,32768,259
32,20,1025,65,32769,259
255,6,2047,127,65471,259
67,254,2048,128,65472,259
61,8,2049,129,65473,259
127,30,4095,255,65503,259
21,127,4096,256,65504,259
125,2,4097,257,65505,259
126,34,8191,511,65519,259
132,35,8192,512,65520,259
133,62,8193,513,65521,259
63,128,10000,1023,65527,259
131,18,16383,1024,65528,259
65,133,16384,1025,65529,259
66,252,16385,2047,65530,259
251,31,32767,2048,65531,259
68,13,32768,2049,65532,259
69,126,32769,4095,65533,259
254,132,65471,4096,65534,259
123,64,65472,4097,65535,259
0,68,65473,8191,0,259
1,253,65503,8192,1,259
253,60,65504,8193,2,259
4,11,65505,9993,3,259
128,124,65519,9994,4,259
129,33,65520,9995,5,259
252,123,65521,9996,7,259
64,252,65527,9997,8,259
13,254,65528,9998,9,259
8,63,65529,9999,15,259
15,130,65530,10000,16,259
130,7,65531,10001,17,259
1,129,65532,10002,31,259
28,1,65533,10003,32,259
37,255,65534,10004,33,259
59,3,65535,16383,63,259
126,66,0,16384,64,259
12,64,1,16385,65,259
27,67,2,32767,116,259
62,1,3,32768,117,259
6,37,4,32769,118,259
11,131,5,65471,119,259
17,125,7,65472,120,259
32,28,8,65473,121,259
63,9,9,65503,122,259
64,19,10,65504,123,259
69,29,11,65505,124,259
18,30,12,65519,125,259
125,5,13,65520,126,259
9,17,14,65521,127,259
16,20,15,65527,128,259
129,2,16,65528,129,259
130,3,17,65529,255,259
5,69,31,65530,256,259
28,7,32,65531,257,259
2,31,33,65532,511,259
30,62,63,65533,512,259
31,255,64,65534,513,259
33,0,65,65535,1023,259
63,11,127,0,1024,261
64,130,128,1,1025,261
14,63,129,2,2047,261
255,33,255,3,2048,261
10,3,256,4,2049,261
61,9,257,5,4095,261
62,59,511,7,4096,261
18,18,512,8,4097,261
20,252,513,9,8191,261
21,27,1023,15,8192,261
132,15,1024,16,8193,261
133,66,1025,17,16383,261
29,65,2047,31,16384,261
30,123,2048,32,16385,261
31,20,2049,33,32767,261
124,21,4095,63,32768,261
125,126,4096,64,32769,261
34,253,4097,65,65471,261
35,125,8191,127,65472,261
36,61,8192,128,65473,261
254,124,8193,129,65503,261
37,131,10000,255,65504,261
0,69,16383,256,65505,261
131,251,16384,257,65519,261
2,35,16385,511,65520,261
19,128,32767,512,65521,261
252,8,32768,513,65527,261
253,12,32769,1023,65528,261
27,36,65471,1024,65529,261
9,255,65472,1025,65530,261
67,32,65473,2047,65531,261
68,16,65503,2048,65532,261
1,19,65504,2049,65533,261
11,62,65505,4095,65534,261
3,127,65519,4096,65535,261
13,133,65520,4097,0,261
5,34,65521,8191,1,261
59,14,65527,8192,2,261
123,29,65528,8193,3,261
28,10,65529,9993,4,261
130,254,65530,9994,5,261
251,37,65531,9995,7,261
65,13,65532,9996,8,261
66,68,65533,9997,9,261
128,60,65534,9998,15,261
129,7,65535,9999,16,261
127,17,0,10000,17,261
6,30,1,10001,31,261
12,132,2,10002,32,261
60,67,3,10003,33,261
252,68,4,10004,63,261
7,4,5,16383,64,261
4,31,7,16384,65,261
14,64,8,16385,116,261
15,124,9,32767,117,261
16,1,10,32768,118,261
17,6,11,32769,119,261
32,129,12,65471,120,261
33,2,13,65472,121,261
69,11,14,65473,122,261
123,4,15,65503,123,261
124,0,16,65504,124,261
126,5,17,65505,125,261
37,133,31,65519,126,261
68,59,32,65520,127,261
69,254,33,65521,128,261
2,33,63,65527,129,261
3,124,64,65528,255,261
19,128,65,65529,256,261
20,251,127,65530,257,261
65,2,128,65531,511,261
66,1,129,65532,512,261
67,8,255,65533,513,261
8,28,256,65534,1023,261
12,67,257,65535,1024,261
13,69,511,0,1025,507
255,9,512,1,2047,507
0,10,513,2,2048,507
1,16,1023,3,2049,507
127,35,1024,4,4095,507
128,18,1025,5,4096,507
129,27,2047,7,4097,507
14,251,2048,8,8191,507
34,61,2049,9,8192,507
35,62,4095,15,8193,507
36,1,4096,16,16383,507
126,29,4097,17,16384,507
66,7,8191,31,16385,507
67,253,8192,32,32767,507
61,30,8193,33,32768,507
62,31,10000,63,32769,507
63,32,16383,64,65471,507
10,60,16384,65,65472,507
11,34,16385,127,65473,507
17,132,32767,128,65503,507
18,6,32768,129,65504,507
19,13,32769,255,65505,507
20,126,65471,256,65519,507
7,128,65472,257,65520,507
21,123,65473,511,65521,507
28,0,65503,512,65527,507
2,65,65504,513,65528,507
132,15,65505,1023,65529,507
133,16,65519,1024,65530,507
32,68,65520,1025,65531,507
254,64,65521,2047,65532,507
253,3,65527,2048,65533,507
29,36,65528,2049,65534,507
27,63,65529,4095,65535,507
59,11,65530,4096,0,507
252,27,65531,4097,1,507
30,21,65532,8191,2,507
131,14,65533,8192,3,507
3,17,65534,8193,4,507
125,252,65535,9993,5,507
6,133,0,9994,7,507
15,255,1,9995,8,507
251,5,2,9996,9,507
37,12,3,9997,15,507
60,127,4,9998,16,507
64,8,5,9999,17,507
124,66,7,10000,31,507
130,129,8,10001,32,507
5,130,9,10002,33,507
68,131,10,10003,63,507
4,20,11,10004,64,507
8,123,12,16383,65,507
9,19,13,16384,116,507
63,18,14,16385,117,507
69,2,15,32767,118,507
65,59,16,32768,119,507
21,28,17,32769,120,507
31,67,31,65471,121,507
12,253,32,65472,122,507
13,36,33,65473,123,507
123,5,63,65503,124,507
