# ACTS Test Suite Generation: Thu Nov 04 11:35:24 EET 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 6
# Maximum number of values per parameter: 183
# Number of configurations: 7267
Data_length,Reference_Type,File_number,Record_number,Record_length,Record_data
251,68,65520,9997,4095,32769
255,69,65528,9998,4096,32769
4,128,65529,9999,4097,32769
5,129,65532,10000,8191,32769
8,131,65534,10001,8192,32769
16,251,1,10002,8193,32769
17,252,2,10003,16383,32769
28,254,8,10004,16384,32769
33,0,9,16383,16385,32769
59,1,10,16384,32767,32769
62,19,11,16385,32768,32769
64,31,12,32767,32769,32769
66,34,127,32768,65471,32769
129,124,129,32769,65472,32769
9,126,1024,65471,65473,32769
34,127,2048,65472,65503,32769
61,130,4095,65473,65504,32769
133,4,8191,65503,65505,32769
64,16,16383,65504,65519,32769
28,17,32768,65505,65520,32769
68,252,65472,65519,65521,32769
34,129,65473,65520,65527,32769
129,7,65527,65521,65528,32769
125,124,65530,65527,65529,32769
3,253,65531,65528,65530,32769
64,19,3,65529,65531,32769
63,130,4,65530,65532,32769
15,19,5,65531,65533,32769
69,125,8192,65532,65534,32769
59,60,65531,65533,65535,32769
5,11,1024,65534,0,32769
1,14,32,65535,8193,32769
69,253,7,0,1,32771
1,3,13,1,2,32771
29,64,511,2,3,32771
30,65,513,3,4,32771
31,123,4097,4,5,32771
32,125,65521,5,7,32771
35,132,65533,7,8,32771
36,133,65535,8,9,32771
37,255,0,9,15,32771
60,2,1,15,16,32771
63,6,2,16,17,32771
65,7,8,17,31,32771
67,9,9,31,32,32771
68,10,10,32,33,32771
123,11,11,33,63,32771
126,12,12,63,64,32771
128,13,14,64,65,32771
252,14,15,65,116,32771
253,16,16,127,117,32771
254,20,17,128,118,32771
0,59,31,129,119,32771
2,60,32,255,120,32771
3,61,33,256,121,32771
6,62,63,257,122,32771
7,63,64,511,123,32771
10,66,65,512,124,32771
11,67,128,513,125,32771
12,68,255,1023,126,32771
13,69,256,1024,127,32771
14,128,257,1025,128,32771
15,129,512,2047,129,32771
18,131,1023,2048,255,32771
19,251,1025,2049,256,32771
20,252,2047,4095,257,32771
21,254,2049,4096,511,32771
27,0,4096,4097,512,32771
28,1,8192,8191,513,32771
33,4,8193,8192,1023,32771
59,5,10000,8193,1024,32771
62,8,16384,9993,1025,32771
64,15,16385,9994,2047,32771
66,17,32767,9995,2048,32771
124,18,32769,9996,2049,32771
125,21,65471,9997,4095,32771
127,27,65503,9998,4096,32771
130,28,65504,9999,4097,32771
131,29,65505,10000,8191,32771
132,30,65519,10001,8192,32771
133,32,65520,10002,8193,32771
251,33,65528,10003,16383,32771
255,35,65529,10004,16384,32771
4,36,65532,16383,16385,32771
5,37,65534,16384,32767,32771
8,124,3,16385,32768,32771
16,126,4,32767,32769,32771
17,127,1024,32768,65471,32771
34,130,2048,32769,65472,32771
61,19,4095,65471,65473,32771
129,31,8191,65472,65503,32771
9,34,16383,65473,65504,32771
130,60,32768,65503,65505,32771
21,34,65472,65504,65519,32771
35,61,65473,65505,65520,32771
35,4,65527,65519,65521,32771
16,124,65530,65520,65527,32771
123,127,65531,65521,65528,32771
66,63,5,65527,65529,32771
12,69,127,65528,65530,32771
133,123,129,65529,65531,32771
123,4,10,65530,65532,32771
18,127,511,65531,65533,32771
16,133,65533,65532,65534,32771
68,127,65533,65533,65535,32771
124,130,63,65534,0,32771
63,17,1023,65535,16383,32771
29,64,511,0,1,32773
69,253,513,1,2,32773
1,3,4097,2,3,32773
2,6,65521,3,4,32773
3,7,65533,4,5,32773
6,9,65535,5,7,32773
7,10,0,7,8,32773
10,11,7,8,9,32773
11,12,13,9,15,32773
12,13,14,15,16,32773
13,14,15,16,17,32773
14,16,16,17,31,32773
15,20,17,31,32,32773
18,59,31,32,33,32773
19,65,32,33,63,32773
20,123,33,63,64,32773
21,125,63,64,65,32773
27,132,64,65,116,32773
30,133,65,127,117,32773
31,255,128,128,118,32773
32,2,255,129,119,32773
35,4,256,255,120,32773
36,5,257,256,121,32773
37,8,512,257,122,32773
60,15,1023,511,123,32773
63,17,1025,512,124,32773
65,18,2047,513,125,32773
67,21,2049,1023,126,32773
68,27,4096,1024,127,32773
123,28,8192,1025,128,32773
126,29,8193,2047,129,32773
128,30,10000,2048,255,32773
252,32,16384,2049,256,32773
253,33,16385,4095,257,32773
254,35,32767,4096,511,32773
0,36,32769,4097,512,32773
4,37,65471,8191,513,32773
5,60,65503,8192,1023,32773
8,61,65504,8193,1024,32773
16,62,65505,9993,1025,32773
17,63,65519,9994,2047,32773
28,66,65520,9995,2048,32773
33,67,65528,9996,2049,32773
59,68,65529,9997,4095,32773
62,69,65532,9998,4096,32773
64,128,65534,9999,4097,32773
66,129,0,10000,8191,32773
124,131,1,10001,8192,32773
125,251,2,10002,8193,32773
127,252,8,10003,16383,32773
130,254,9,10004,16384,32773
131,0,10,16383,16385,32773
132,1,11,16384,32767,32773
133,19,12,16385,32768,32773
251,31,127,32767,32769,32773
255,34,129,32768,65471,32773
9,124,1024,32769,65472,32773
34,126,2048,65471,65473,32773
61,127,4095,65472,65503,32773
129,130,8191,65473,65504,32773
0,126,16383,65503,65505,32773
132,20,32768,65504,65519,32773
59,16,65472,65505,65520,32773
14,28,65473,65519,65521,32773
21,10,65527,65520,65527,32773
34,13,65530,65521,65528,32773
61,62,65531,65527,65529,32773
124,127,3,65528,65530,32773
37,129,4,65529,65531,32773
253,132,5,65530,65532,32773
34,130,4096,65531,65533,32773
64,29,511,65532,65534,32773
64,254,2049,65533,65535,32773
59,252,12,65534,0,32773
126,20,1,65535,513,32773
1,253,7,0,1,65533
29,3,13,1,2,65533
69,64,511,2,3,65533
123,65,513,3,4,65533
126,123,4097,4,5,65533
128,125,65521,5,7,65533
252,132,65533,7,8,65533
253,133,65535,8,9,65533
254,255,0,9,15,65533
0,2,1,15,16,65533
2,6,2,16,17,65533
3,7,8,17,31,65533
6,9,9,31,32,65533
7,10,10,32,33,65533
10,11,11,33,63,65533
11,12,12,63,64,65533
12,13,14,64,65,65533
13,14,15,65,116,65533
14,16,16,127,117,65533
15,20,17,128,118,65533
18,59,31,129,119,65533
19,60,32,255,120,65533
20,61,33,256,121,65533
21,62,63,257,122,65533
27,63,64,511,123,65533
30,66,65,512,124,65533
31,67,128,513,125,65533
32,68,255,1023,126,65533
35,69,256,1024,127,65533
36,128,257,1025,128,65533
37,129,512,2047,129,65533
60,131,1023,2048,255,65533
63,251,1025,2049,256,65533
65,252,2047,4095,257,65533
67,254,2049,4096,511,65533
68,0,4096,4097,512,65533
124,1,8192,8191,513,65533
125,4,8193,8192,1023,65533
127,5,10000,8193,1024,65533
130,8,16384,9993,1025,65533
131,15,16385,9994,2047,65533
132,17,32767,9995,2048,65533
133,18,32769,9996,2049,65533
251,21,65471,9997,4095,65533
255,27,65503,9998,4096,65533
4,28,65504,9999,4097,65533
5,29,65505,10000,8191,65533
8,30,65519,10001,8192,65533
16,32,65520,10002,8193,65533
17,33,65528,10003,16383,65533
28,35,65529,10004,16384,65533
33,36,65532,16383,16385,65533
59,37,65534,16384,32767,65533
62,124,3,16385,32768,65533
64,126,4,32767,32769,65533
66,127,5,32768,65471,65533
129,130,127,32769,65472,65533
9,19,129,65471,65473,65533
34,31,1024,65472,65503,65533
61,34,2048,65473,65504,65533
69,252,4095,65503,65505,65533
0,125,8191,65504,65519,65533
28,15,16383,65505,65520,65533
131,16,32768,65519,65521,65533
133,252,65472,65520,65527,65533
125,36,65473,65521,65528,65533
9,69,65527,65527,65529,65533
3,20,65530,65528,65530,65533
5,65,65531,65529,65531,65533
63,252,17,65530,65532,65533
127,255,128,65531,65533,65533
31,33,513,65532,65534,65533
17,9,12,65533,65535,65533
124,19,257,65534,0,65533
13,33,10,65535,32768,65533
69,64,65533,0,1,65535
1,253,65535,1,2,65535
29,3,7,2,3,65535
30,6,13,3,4,65535
31,7,511,4,5,65535
32,9,513,5,7,65535
35,10,4097,7,8,65535
36,11,65521,8,9,65535
37,12,65528,9,15,65535
60,13,65529,15,16,65535
63,14,65532,16,17,65535
65,16,65534,17,31,65535
67,20,0,31,32,65535
68,59,1,32,33,65535
123,65,2,33,63,65535
126,123,8,63,64,65535
128,125,9,64,65,65535
252,132,10,65,116,65535
253,133,11,127,117,65535
254,255,12,128,118,65535
0,2,14,129,119,65535
2,4,15,255,120,65535
3,5,16,256,121,65535
6,8,17,257,122,65535
7,15,31,511,123,65535
10,17,32,512,124,65535
11,18,33,513,125,65535
12,21,63,1023,126,65535
13,27,64,1024,127,65535
14,28,65,1025,128,65535
15,29,128,2047,129,65535
18,30,255,2048,255,65535
19,32,256,2049,256,65535
20,33,257,4095,257,65535
21,35,512,4096,511,65535
27,36,1023,4097,512,65535
28,37,1025,8191,513,65535
33,60,2049,8192,1023,65535
59,61,4096,8193,1024,65535
62,62,8192,9993,1025,65535
64,63,8193,9994,2047,65535
66,66,10000,9995,2048,65535
124,67,16384,9996,2049,65535
125,68,16385,9997,4095,65535
127,69,32767,9998,4096,65535
130,128,32769,9999,4097,65535
131,129,65471,10000,8191,65535
132,131,65503,10001,8192,65535
133,251,65504,10002,8193,65535
251,252,65505,10003,16383,65535
255,254,65519,10004,16384,65535
4,0,65520,16383,16385,65535
5,1,2047,16384,32767,65535
8,19,2048,16385,32768,65535
16,31,4095,32767,32769,65535
17,34,8191,32768,65471,65535
34,124,16383,32769,65472,65535
61,126,32768,65471,65473,65535
129,127,65472,65472,65503,65535
9,130,65473,65473,65504,65535
131,27,65527,65503,65505,65535
64,2,65530,65504,65519,65535
3,6,65531,65505,65520,65535
5,0,3,65519,65521,65535
129,251,4,65520,65527,65535
20,68,5,65521,65528,65535
29,9,127,65527,65529,65535
33,131,129,65528,65530,65535
0,59,1024,65529,65531,65535
27,67,7,65530,65532,65535
18,61,16383,65531,65533,65535
64,30,65504,65532,65534,65535
19,36,15,65533,65535,65535
4,21,1025,65534,0,65535
17,62,32769,65535,65471,65535
29,253,4097,0,1,65537
69,3,65521,1,2,65537
1,64,65533,2,3,65537
2,65,65535,3,4,65537
3,123,7,4,5,65537
6,125,13,5,7,65537
7,132,511,7,8,65537
10,133,513,8,9,65537
11,255,1023,9,15,65537
12,2,1025,15,16,65537
13,6,2047,16,17,65537
14,7,2049,17,31,65537
15,9,4096,31,32,65537
18,10,8192,32,33,65537
19,11,8193,33,63,65537
20,12,10000,63,64,65537
21,13,16384,64,65,65537
27,14,16385,65,116,65537
30,16,32767,127,117,65537
31,20,32769,128,118,65537
32,59,65471,129,119,65537
35,60,65503,255,120,65537
36,61,65504,256,121,65537
37,62,65505,257,122,65537
60,63,65519,511,123,65537
63,66,65520,512,124,65537
65,67,65528,513,125,65537
67,68,65529,1023,126,65537
68,69,65532,1024,127,65537
123,128,65534,1025,128,65537
126,129,0,2047,129,65537
128,131,1,2048,255,65537
252,251,2,2049,256,65537
253,252,8,4095,257,65537
254,254,9,4096,511,65537
0,0,10,4097,512,65537
4,1,11,8191,513,65537
5,4,12,8192,1023,65537
8,5,14,8193,1024,65537
16,8,15,9993,1025,65537
17,15,16,9994,2047,65537
28,17,17,9995,2048,65537
33,18,31,9996,2049,65537
59,21,32,9997,4095,65537
62,27,33,9998,4096,65537
64,28,63,9999,4097,65537
66,29,64,10000,8191,65537
124,30,65,10001,8192,65537
125,32,128,10002,8193,65537
127,33,255,10003,16383,65537
130,35,256,10004,16384,65537
131,36,257,16383,16385,65537
132,37,512,16384,32767,65537
133,124,1024,16385,32768,65537
251,126,2048,32767,32769,65537
255,127,4095,32768,65471,65537
9,130,8191,32769,65472,65537
34,19,16383,65471,65473,65537
61,31,32768,65472,65503,65537
129,34,65472,65473,65504,65537
6,21,65473,65503,65505,65537
11,30,65527,65504,65519,65537
9,125,65530,65505,65520,65537
19,20,65531,65519,65521,65537
124,29,3,65520,65527,65537
36,29,4,65521,65528,65537
125,64,5,65527,65529,65537
254,59,127,65528,65530,65537
27,5,129,65529,65531,65537
35,7,1023,65530,65532,65537
7,127,256,65531,65533,65537
32,123,1023,65532,65534,65537
5,6,65527,65533,65535,65537
11,5,2,65534,0,65537
6,125,10,65535,2048,65537
10,123,17,16384,16384,2043
1,9,31,16385,65534,1025
6,67,128,65503,117,1023
12,132,65529,65529,4097,1437
12,9,1,10000,5,1451
15,4,2,10001,127,1459
18,251,14,9998,16384,1457
123,9,15,9999,511,1457
0,12,16,1025,65472,1445
10,60,16,32767,129,1457
63,64,33,9,16383,1449
9,126,63,8193,16385,1449
35,1,129,8191,64,1441
9,128,255,65472,65530,1441
19,19,256,2,65,1439
133,133,257,10003,9,1441
31,254,511,32767,119,1441
67,255,1023,9997,128,1441
31,255,1024,10003,256,1441
3,252,1025,513,8193,1441
253,252,2047,128,32769,1441
125,18,2049,64,2049,4097
254,253,4097,128,123,4097
252,62,8191,9997,119,1451
10,1,8193,65532,2,1459
254,130,10000,1024,65529,2051
69,36,16384,2047,65519,1459
31,35,16385,16384,15,2043
126,13,16385,65529,1,4097
27,10,32767,65520,65531,1453
11,6,32768,2048,8192,1453
20,125,65471,65532,125,4097
68,123,65473,9999,126,2049
127,63,65505,65504,1,2049
59,37,65534,8,15,2047
14,59,65534,2,65531,259
19,3,2048,65,65503,1443
28,67,65504,33,4095,1023
29,14,8192,7,65528,517
37,129,2049,65527,63,243
59,18,13,64,256,243
59,124,63,8191,32,1437
60,68,0,32767,33,243
65,125,257,2048,129,509
65,29,11,9998,511,1447
69,19,11,32767,15,509
123,59,8191,255,2,1455
130,30,65521,2047,65473,517
133,35,14,65521,255,1021
253,5,10,2048,2048,249
254,4,10,65503,128,1027
129,0,65532,3,4096,517
65,12,1023,33,8,1029
20,27,65527,511,65534,2045
3,30,65528,65533,8,133
128,31,63,1025,128,125
20,32,8191,127,4096,1019
67,34,255,9993,255,1443
251,36,7,32769,16385,1019
37,59,8193,10001,15,4091
0,65,16385,8191,32767,259
123,66,65527,32768,3,513
12,68,65532,65528,257,2045
33,69,32768,4,126,245
31,127,9,4095,255,1029
12,132,65529,4095,65471,2045
64,133,8192,32767,5,257
